,symptoms,prognosa
98,Saya tidak merasakan erupsi kulit nodal. Kasus batuk ringan. Sering bermasalah dengan dahak mukoid. Tidak ada gemetaran. Saya menemukan tanda-tanda sesak napas. Saya mengalami demam tinggi sesekali. Saya menemukan tanda-tanda sejarah keluarga. Saya tidak merasakan pemborosan otot.,9
99,"Saya mengalami kelelahan dalam beberapa hari terakhir. Tidak ada gemetaran. demam tinggi. Sering bermasalah dengan sesak napas. Saya mengalami dahak mukoid sesekali. Saya tidak merasakan nyeri sendi. Saya tidak merasakan adanya perubahan suasana hati. Sesekali, sejarah keluarga saya rasakan.",9
100,"Saya mengalami kurang konsenterasi dalam beberapa hari terakhir. Saya mengalami sakit kepala sesekali. Saya tidak merasakan kecemasan. Sesekali, pusing saya rasakan. Tidak ada bersin terus menerus. Saya tidak merasakan panas dingin. nyeri dada. Saya menemukan tanda-tanda kehilangan keseimbangan.",10
101,"Saya tidak merasakan adanya kulit kekuningan. Sesekali, pusing saya rasakan. Tidak ada batuk. nyeri dada. kehilangan keseimbangan. Saya mengalami kurang konsenterasi dalam beberapa hari terakhir. Saya tidak merasakan gatal.",10
102,Kasus kehilangan keseimbangan ringan. Saya tidak merasakan gatal. Saya tidak merasakan keasaman. Saya mengalami sakit kepala. Saya mengalami pusing sesekali. Saya menemukan tanda-tanda kurang konsenterasi. Saya tidak merasakan panas dingin.,10
103,Saya tidak merasakan gemetaran. Saya menemukan tanda-tanda kurang konsenterasi. Saya mengalami kehilangan keseimbangan. Saya tidak merasakan adanya buang air kecil yang terbakar. Saya mengalami sakit kepala dalam beberapa hari terakhir. Saya tidak merasakan adanya penurunan berat badan. nyeri dada.,10
104,"Saya menemukan tanda-tanda pusing. Sesekali, kurang konsenterasi saya rasakan. Saya tidak merasakan adanya sakit perut. Kasus nyeri dada ringan. Tidak ada demam tinggi. Saya tidak merasakan adanya bersin terus menerus. sakit kepala.",10
105,"Saya mengalami kehilangan keseimbangan sesekali. Saya tidak merasakan adanya kelesuan. pusing. Saya mengalami sakit kepala sesekali. Saya tidak merasakan kehilangan selera makan. Sesekali, nyeri dada saya rasakan. Tidak ada kegelisahan.",10
106,"Saya menemukan tanda-tanda kurang konsenterasi. Saya tidak merasakan adanya panas dingin. Saya mengalami pusing dalam beberapa hari terakhir. Sering bermasalah dengan nyeri dada. Sesekali, kehilangan keseimbangan saya rasakan. Saya tidak merasakan bersin terus menerus. Saya tidak merasakan adanya kelelahan. sakit kepala.",10
107,Saya mengalami kehilangan keseimbangan sesekali. Saya tidak merasakan adanya kulit kekuningan. nyeri dada. Tidak ada dehidrasi. Saya menemukan tanda-tanda pusing. Saya tidak merasakan adanya gatal. Saya mengalami kurang konsenterasi dalam beberapa hari terakhir.,10
108,Saya mengalami sakit kepala dalam beberapa hari terakhir. Saya mengalami kehilangan keseimbangan dalam beberapa hari terakhir. Saya tidak merasakan adanya kelelahan. pusing. Saya menemukan tanda-tanda kurang konsenterasi. Tidak ada bisul di lidah. Saya tidak merasakan keasaman.,10
109,Sering bermasalah dengan sakit kepala. Saya mengalami kurang konsenterasi dalam beberapa hari terakhir. Saya tidak merasakan adanya sakit perut. Saya menemukan tanda-tanda kehilangan keseimbangan. Saya tidak merasakan adanya bersin terus menerus. nyeri dada. Saya tidak merasakan adanya berkeringat.,10
110,"Saya mengalami gangguan pencernaan dalam beberapa hari terakhir. Sesekali, penglihatan kabur dan terdistorsi saya rasakan. Saya tidak merasakan adanya sesak napas. Sesekali, sakit kepala saya rasakan. Saya mengalami depresi dalam beberapa hari terakhir. Saya mengalami gangguan penglihatan dalam beberapa hari terakhir. Kasus rasa lapar yang berlebihan ringan. Saya mengalami sifat lekas marah. Saya tidak merasakan adanya berkeringat. Kasus keasaman ringan. Saya tidak merasakan adanya tangan dan kaki dingin. Saya menemukan tanda-tanda leher kaku.",11
111,Saya mengalami penglihatan kabur dan terdistorsi sesekali. Saya mengalami depresi. leher kaku. sifat lekas marah. Sering bermasalah dengan rasa lapar yang berlebihan. Saya mengalami gangguan pencernaan sesekali. Tidak ada buang air kecil bercak. Tidak ada pemborosan otot. Tidak ada buang air kecil yang terbakar. Saya mengalami sakit kepala. gangguan penglihatan.,11
112,"Saya mengalami depresi dalam beberapa hari terakhir. Sesekali, sifat lekas marah saya rasakan. leher kaku. Saya mengalami sakit kepala dalam beberapa hari terakhir. Saya mengalami keasaman. Saya tidak merasakan adanya pemborosan otot. Tidak ada sesak napas. Sesekali, penglihatan kabur dan terdistorsi saya rasakan. Sesekali, rasa lapar yang berlebihan saya rasakan. Saya tidak merasakan adanya kelesuan. Saya menemukan tanda-tanda gangguan penglihatan.",11
113,"Saya mengalami leher kaku sesekali. Saya mengalami keasaman dalam beberapa hari terakhir. Saya tidak merasakan adanya kecemasan. Saya mengalami gangguan pencernaan. Saya menemukan tanda-tanda sifat lekas marah. Saya tidak merasakan bisul di lidah. Saya tidak merasakan adanya gemetaran. Sesekali, depresi saya rasakan. Saya mengalami rasa lapar yang berlebihan dalam beberapa hari terakhir. Saya mengalami gangguan penglihatan dalam beberapa hari terakhir. Saya menemukan tanda-tanda penglihatan kabur dan terdistorsi.",11
114,"Saya tidak merasakan kelebihan cairan. Saya mengalami keasaman. Sesekali, gangguan pencernaan saya rasakan. Sering bermasalah dengan leher kaku. Saya menemukan tanda-tanda sifat lekas marah. Tidak ada bersin terus menerus. Saya tidak merasakan dehidrasi. Saya menemukan tanda-tanda depresi. Sesekali, gangguan penglihatan saya rasakan. Sering bermasalah dengan sakit kepala. rasa lapar yang berlebihan.",11
115,Tidak ada kelesuan. Kasus leher kaku ringan. Saya mengalami depresi dalam beberapa hari terakhir. Kasus gangguan penglihatan ringan. Saya mengalami gangguan pencernaan sesekali. Saya menemukan tanda-tanda penglihatan kabur dan terdistorsi. Saya mengalami sifat lekas marah. sakit kepala. Saya menemukan tanda-tanda keasaman. Saya tidak merasakan adanya nyeri di belakang mata. Tidak ada kelelahan.,11
116,Saya tidak merasakan nyeri sendi. Saya tidak merasakan panas dingin. Saya mengalami sifat lekas marah. Saya mengalami gangguan pencernaan. Saya mengalami sakit kepala. Saya menemukan tanda-tanda gangguan penglihatan. penglihatan kabur dan terdistorsi. Saya menemukan tanda-tanda keasaman. Saya menemukan tanda-tanda rasa lapar yang berlebihan. Tidak ada pemborosan otot. Saya mengalami depresi dalam beberapa hari terakhir.,11
117,penglihatan kabur dan terdistorsi. Saya mengalami sifat lekas marah. Tidak ada kadar gula tidak teratur. Kasus gangguan pencernaan ringan. Sering bermasalah dengan rasa lapar yang berlebihan. Saya mengalami gangguan penglihatan sesekali. Saya mengalami leher kaku dalam beberapa hari terakhir. Saya mengalami keasaman sesekali. Tidak ada bisul di lidah. Tidak ada kulit kekuningan. sakit kepala.,11
118,Saya mengalami depresi dalam beberapa hari terakhir. Tidak ada pembengkakan perut. Saya mengalami penglihatan kabur dan terdistorsi sesekali. Saya tidak merasakan urin kuning. Saya mengalami sakit kepala sesekali. Saya mengalami rasa lapar yang berlebihan. Kasus keasaman ringan. gangguan pencernaan. Saya mengalami gangguan penglihatan sesekali. Tidak ada sakit punggung. Sering bermasalah dengan leher kaku.,11
119,Saya mengalami penglihatan kabur dan terdistorsi dalam beberapa hari terakhir. Saya tidak merasakan adanya penambahan berat badan. Tidak ada kadar gula tidak teratur. gangguan pencernaan. Saya mengalami sifat lekas marah sesekali. Saya mengalami keasaman. Saya mengalami rasa lapar yang berlebihan. Saya menemukan tanda-tanda sakit kepala. Kasus depresi ringan. Saya mengalami leher kaku sesekali. Saya tidak merasakan kelesuan.,11
120,Saya tidak merasakan adanya tangan dan kaki dingin. Saya menemukan tanda-tanda pusing. kehilangan keseimbangan. Saya tidak merasakan keasaman. Kasus sakit punggung ringan. Saya mengalami sakit leher. Tidak ada erupsi kulit nodal. kelemahan pada tungkai.,12
121,Tidak ada kadar gula tidak teratur. Saya mengalami kelemahan pada tungkai sesekali. kehilangan keseimbangan. Sering bermasalah dengan sakit leher. Kasus pusing ringan. sakit punggung. Saya tidak merasakan gatal. Saya tidak merasakan adanya sesak napas.,12
122,"Sesekali, kehilangan keseimbangan saya rasakan. Saya tidak merasakan kecemasan. Tidak ada gemetaran. Sesekali, sakit leher saya rasakan. pusing. Saya menemukan tanda-tanda kelemahan pada tungkai. Saya tidak merasakan adanya gatal.",12
123,Saya tidak merasakan adanya perubahan suasana hati. Saya mengalami sakit punggung sesekali. Tidak ada gatal. Kasus kehilangan keseimbangan ringan. Saya tidak merasakan adanya panas dingin. Saya mengalami sakit leher sesekali. Sering bermasalah dengan pusing.,12
124,"Saya tidak merasakan adanya kelelahan. Saya tidak merasakan kelesuan. Saya menemukan tanda-tanda sakit punggung. Saya menemukan tanda-tanda pusing. Saya tidak merasakan adanya pemborosan otot. Saya mengalami kelemahan pada tungkai. Sesekali, kehilangan keseimbangan saya rasakan.",12
125,"Sesekali, sakit punggung saya rasakan. Tidak ada ruam kulit. Sering bermasalah dengan kehilangan keseimbangan. kelemahan pada tungkai. Saya tidak merasakan adanya kadar gula tidak teratur. Saya tidak merasakan perubahan suasana hati. Sering bermasalah dengan sakit leher.",12
126,Sering bermasalah dengan pusing. Saya tidak merasakan kegelisahan. Saya mengalami sakit leher. Saya tidak merasakan adanya gatal. Sering bermasalah dengan kelemahan pada tungkai. Sering bermasalah dengan sakit punggung. Saya tidak merasakan kecemasan.,12
127,Tidak ada penurunan berat badan. Saya tidak merasakan batuk. Tidak ada demam tinggi. kelemahan pada tungkai. pusing. Sering bermasalah dengan kehilangan keseimbangan. Sering bermasalah dengan sakit punggung. Saya mengalami sakit leher sesekali.,12
128,"Saya mengalami kelemahan pada tungkai dalam beberapa hari terakhir. Saya mengalami pusing dalam beberapa hari terakhir. Sesekali, sakit leher saya rasakan. Saya mengalami kehilangan keseimbangan. Saya tidak merasakan kulit kekuningan. Saya tidak merasakan sakit perut. Saya tidak merasakan adanya perubahan suasana hati.",12
129,Saya mengalami kehilangan keseimbangan dalam beberapa hari terakhir. Saya tidak merasakan bisul di lidah. Saya mengalami sakit leher sesekali. Saya mengalami pusing. Saya tidak merasakan demam tinggi. Sering bermasalah dengan sakit punggung. Saya tidak merasakan adanya sakit perut 1.,12
130,"Sesekali, muntah saya rasakan. Saya mengalami kelemahan satu sisi tubuh dalam beberapa hari terakhir. Tidak ada batuk. Saya menemukan tanda-tanda sakit kepala. Saya mengalami sensorium yang diubah dalam beberapa hari terakhir. Saya tidak merasakan adanya bercak di tenggorokan. Saya tidak merasakan adanya kadar gula tidak teratur.",13
131,Saya tidak merasakan adanya panas dingin. Saya tidak merasakan menguningnya mata. Saya mengalami sensorium yang diubah sesekali. Saya mengalami muntah sesekali. Sering bermasalah dengan kelemahan satu sisi tubuh. Sering bermasalah dengan sakit kepala. Saya tidak merasakan adanya kulit kekuningan.,13
132,Saya tidak merasakan sakit perut. Saya mengalami kelemahan satu sisi tubuh. Kasus sensorium yang diubah ringan. Saya tidak merasakan erupsi kulit nodal. sakit kepala. Tidak ada sakit perut 1.,13
133,"Saya tidak merasakan adanya urin gelap. Saya menemukan tanda-tanda sensorium yang diubah. Saya mengalami kelemahan satu sisi tubuh. Tidak ada mual. Saya tidak merasakan adanya ruam kulit. Sesekali, muntah saya rasakan.",13
134,Saya mengalami sensorium yang diubah dalam beberapa hari terakhir. Saya tidak merasakan adanya memar. Tidak ada iritasi tenggorokan. Tidak ada kadar gula tidak teratur. Saya menemukan tanda-tanda muntah. Saya mengalami sakit kepala sesekali.,13
135,Kasus sakit kepala ringan. Tidak ada mual. Tidak ada kegelisahan. Saya tidak merasakan gemetaran. Sering bermasalah dengan muntah. Saya mengalami kelemahan satu sisi tubuh.,13
136,"Saya tidak merasakan pemborosan otot. Tidak ada buang air kecil bercak. Saya tidak merasakan adanya ruam kulit. Saya mengalami muntah sesekali. Sering bermasalah dengan sakit kepala. Sesekali, sensorium yang diubah saya rasakan. Kasus kelemahan satu sisi tubuh ringan.",13
137,"Sesekali, kelemahan satu sisi tubuh saya rasakan. Kasus sakit kepala ringan. Tidak ada kulit kekuningan. Saya tidak merasakan kecemasan. Saya tidak merasakan sakit perut. Saya mengalami sensorium yang diubah.",13
138,Saya menemukan tanda-tanda sensorium yang diubah. Tidak ada urin kuning. Tidak ada kehilangan selera makan. Saya mengalami muntah. Saya tidak merasakan sembelit. Sering bermasalah dengan kelemahan satu sisi tubuh.,13
139,"Saya tidak merasakan adanya nyeri di belakang mata. Saya menemukan tanda-tanda sensorium yang diubah. Saya tidak merasakan keasaman. Sesekali, sakit kepala saya rasakan. Saya mengalami muntah dalam beberapa hari terakhir. Saya tidak merasakan adanya batuk.",13
140,"Saya menemukan tanda-tanda urin gelap. Saya mengalami gatal dalam beberapa hari terakhir. Sesekali, penurunan berat badan saya rasakan. Saya mengalami demam tinggi sesekali. Saya tidak merasakan adanya urin kuning. Sesekali, kelelahan saya rasakan. Sering bermasalah dengan kulit kekuningan. sakit perut 1. Tidak ada bisul di lidah. Saya mengalami muntah sesekali. Saya tidak merasakan adanya tiroid yang membesar.",14
141,Sering bermasalah dengan urin gelap. Saya menemukan tanda-tanda kulit kekuningan. Saya menemukan tanda-tanda sakit perut 1. Saya mengalami penurunan berat badan sesekali. Saya tidak merasakan kadar gula tidak teratur. Saya tidak merasakan adanya pilek. Sering bermasalah dengan kelelahan. Saya tidak merasakan adanya bercak di tenggorokan. Saya mengalami muntah. Saya mengalami gatal dalam beberapa hari terakhir. Saya menemukan tanda-tanda demam tinggi.,14
142,"Saya tidak merasakan buang air kecil bercak. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya menemukan tanda-tanda urin gelap. Tidak ada buang air kecil yang terbakar. Sesekali, penurunan berat badan saya rasakan. Saya mengalami muntah dalam beberapa hari terakhir. Sesekali, kulit kekuningan saya rasakan. Saya tidak merasakan adanya bersin terus menerus. kelelahan. Saya mengalami sakit perut 1 sesekali.",14
143,"Saya tidak merasakan adanya gemetaran. Sesekali, sakit perut 1 saya rasakan. Saya mengalami kulit kekuningan sesekali. Sesekali, demam tinggi saya rasakan. Tidak ada pembengkakan perut. Kasus kelelahan ringan. Sering bermasalah dengan gatal. Sesekali, urin gelap saya rasakan. Saya mengalami penurunan berat badan. Saya tidak merasakan adanya sakit perut.",14
144,Saya tidak merasakan penyumbatan. Saya mengalami demam tinggi. Saya menemukan tanda-tanda muntah. Saya mengalami sakit perut 1 sesekali. Saya tidak merasakan adanya gagal hati akut. Saya mengalami penurunan berat badan sesekali. Saya menemukan tanda-tanda gatal. Sering bermasalah dengan kulit kekuningan. Saya mengalami urin gelap dalam beberapa hari terakhir. Saya tidak merasakan kelemahan pada tungkai.,14
145,"Tidak ada buang air kecil bercak. Saya mengalami kelelahan. Sesekali, muntah saya rasakan. Saya mengalami demam tinggi. Saya menemukan tanda-tanda kulit kekuningan. Tidak ada bisul di lidah. Sering bermasalah dengan urin gelap. Saya menemukan tanda-tanda gatal. Saya tidak merasakan tangan dan kaki dingin. Saya menemukan tanda-tanda sakit perut 1.",14
146,"Saya mengalami gatal sesekali. Tidak ada penambahan berat badan. Saya mengalami muntah. Saya mengalami penurunan berat badan. Saya tidak merasakan panas dingin. Sesekali, sakit perut 1 saya rasakan. Saya tidak merasakan demam tinggi. Saya mengalami kelelahan sesekali. Saya mengalami kulit kekuningan sesekali. Sering bermasalah dengan urin gelap.",14
147,"Tidak ada mata cekung. Saya mengalami gatal. Tidak ada kecemasan. Saya mengalami demam tinggi sesekali. Sesekali, urin gelap saya rasakan. Kasus muntah ringan. Saya mengalami penurunan berat badan. Saya mengalami sakit perut 1. Kasus kelelahan ringan. Saya tidak merasakan batuk.",14
148,Saya mengalami muntah dalam beberapa hari terakhir. Saya tidak merasakan adanya urin gelap. Saya mengalami kelelahan sesekali. Saya menemukan tanda-tanda demam tinggi. Tidak ada tangan dan kaki dingin. Saya menemukan tanda-tanda gatal. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Saya mengalami kulit kekuningan dalam beberapa hari terakhir. Saya tidak merasakan ruam kulit. Sering bermasalah dengan penurunan berat badan.,14
149,"Saya tidak merasakan adanya keasaman. Kasus kulit kekuningan ringan. Saya mengalami gatal. kelelahan. Tidak ada batuk. Sesekali, muntah saya rasakan. Sering bermasalah dengan penurunan berat badan. Saya tidak merasakan pemborosan otot. Saya mengalami demam tinggi. Saya mengalami urin gelap.",14
