indeks;label;text
156; Cacar air; Saya merasa sangat sakit dan tidak nyaman seperti ada yang tidak beres di dalam. Saya tidak tahu apa itu. Saya melihat bintik-bintik merah kecil di lengan saya, yang terasa gatal jika saya menyentuhnya.
157; Cacar air;Rasa gatal membuat saya sulit tidur di malam hari. Saya tidak bisa beristirahat. Saya juga kehilangan nafsu makan dan merasa lesu.
158; Cacar air; Saya khawatir tentang ruam ini di kulit saya. Ini menyebar dengan cepat dan menyebabkan banyak ketidaknyamanan. Saya hampir tidak bisa tidur di malam hari karena gatal,
159; Cacar air; Saya tidak punya energi dan kehilangan nafsu makan. Saya merasa sangat sakit dan tidak tahu apa yang salah.
160; Cacar air; Saya mengalami ruam kulit yang merah dan meradang, dan menyebar ke seluruh tubuh saya. Saya mengalami rasa gatal yang hebat, terutama pada lengan dan kaki saya.
161; Cacar air; Saya mengalami demam tinggi selama beberapa hari terakhir, dan itu mulai membuat saya khawatir. Saya tidak tahu apa penyebabnya. Juga, saya memiliki bintik-bintik merah di seluruh lengan dan kaki saya, beberapa di antaranya bengkak.
162; Cacar air; Saya mengalami ruam kulit yang merah dan bengkak, dan menyebar ke seluruh tubuh saya. Saya mengalami demam ringan dan itu menyebabkan saya sangat tidak nyaman.
163; Cacar air;Saya merasa lelah dan tidak bertenaga. Saya hampir tidak bisa membuka mata di siang hari, dan saya merasa lesu dan tidak mampu memotivasi diri sendiri.
164; Cacar air;Ada bintik-bintik merah kecil di sekujur tubuh saya yang tidak bisa saya jelaskan. Benjolan itu terasa gatal dan tidak nyaman serta tampaknya menyebar dengan cepat. Ini mengkhawatirkan saya.
165; Cacar air; Rasa gatal membuat saya sulit tidur di malam hari. Sepertinya saya tidak bisa istirahat karena ruamnya sangat gatal dan tidak nyaman. Aku benar-benar merasa lelah dan lelah.
166; Cacar air; Saya tidak punya energi dan kehilangan nafsu makan. Saya demam tinggi dan sakit kepala parah dan tidak tahu apa yang salah.
167; Cacar air; Demam tinggi dan pembengkakan kelenjar getah bening membuat saya sangat tidak nyaman. Saya sakit kepala dan merasa lemah dan lelah. Sulit bagi saya untuk berkonsentrasi karena demam.
168; Cacar air; Ruam di kulit saya menyebabkan banyak ketidaknyamanan. Merah dan meradang, menyebar ke seluruh tubuhku. Ruam disertai dengan rasa gatal yang hebat, terutama di lengan dan kaki saya.
169; Cacar air; Ada bintik-bintik merah di sekujur tubuh saya yang tidak bisa saya jelaskan. Bintik-bintik itu gatal dan mulai membengkak, dan menyebar dengan cepat.
170; Cacar air;Saya memiliki kelenjar getah bening kecil di lengan dan wajah saya. Rasa gatal membuat hari saya sangat tidak nyaman.
171; Cacar air; Saya tidak punya energi dan kehilangan nafsu makan. Saya merasa sangat sakit dan tidak tahu apa yang salah. Juga, ada bintik-bintik merah kecil yang mulai terlihat di kulit saya.
172; Cacar air; Saya mengalami demam ringan selama beberapa hari terakhir, dan itu mulai membuat saya khawatir. Demam disertai dengan sakit kepala yang parah. Saya merasa lemah dan lesu.
173; Cacar air; Saya memiliki pembengkakan kelenjar getah bening dan bintik-bintik merah di seluruh tubuh saya, dan itu menyebabkan ketidaknyamanan. Saya juga mengalami demam ringan dan sering merasa lelah.
174; Cacar air; Saya menderita gatal parah di sekujur tubuh saya, dan itu membuat saya gila. Saya juga memiliki ruam merah dan menjengkelkan.
175; Cacar air; Saya telah melihat ruam di kulit saya, dan sulit bagi saya untuk tidak menggaruknya. Juga, saya mengalami demam tinggi selama beberapa hari. Saya tidak yakin apa penyebabnya.
176; Cacar air;Saya memiliki bintik-bintik merah kecil di seluruh tubuh saya yang saya tidak mengerti. Itu membuatku khawatir. Saya kehilangan nafsu makan dan setiap malam, saya kelelahan dan sakit kepala parah.
177; Cacar air; Saya merasa sangat sakit dan kehilangan nafsu makan. Saya telah melihat bercak merah kecil di lengan, leher, dan wajah saya yang terasa gatal saat saya menyentuhnya.
178; Cacar air; Saya memiliki bintik-bintik merah di lengan dan kaki saya dan gatal membuat saya sulit tidur di malam hari. Saya juga mengalami sakit kepala parah dan demam ringan.
179; Cacar air; Kelenjar getah bening yang membesar membuat saya sangat kesakitan. Saya memiliki ruam di seluruh tubuh saya dan karena itu saya tidak bisa tidur sepanjang malam.
180; Cacar air; Ruam kulit saya memberi saya banyak rasa sakit dan ketidaknyamanan. Merah dan bengkak, dan menyebar ke seluruh tubuhku.
181; Cacar air; Saya mengalami demam tinggi dan sakit kepala ringan. Saya lelah sebagian besar waktu dan benar-benar kehilangan nafsu makan.
182; Cacar air; Lengan dan wajah saya memiliki kelenjar getah bening kecil yang mulai membengkak. Hari saya dibuat sangat sengsara oleh rasa gatal dan nyeri yang terus-menerus.
183; Cacar air;Lengan dan leher saya memiliki kelenjar getah bening yang besar, yang terasa gatal saat saya menyentuhnya. Rasa gatal membuat hari saya sangat tidak nyaman.
184; Cacar air; Ruam kulit saya menyebabkan saya sangat kesakitan. Ada juga bintik-bintik merah kecil yang berkembang di dekat leher saya. Sejak kemarin, saya mengalami demam tinggi, sakit kepala dan kelelahan.
185; Cacar air; Saya mulai mengembangkan bintik-bintik merah kecil di seluruh wajah dan leher saya, dan terasa gatal ketika saya menyentuhnya. Rasa gatal membuat hari saya sangat tidak nyaman.
186; Cacar air; Saya benar-benar kehilangan nafsu makan dan sepertinya tidak bisa makan apa pun. Saya merasa ingin muntah dan merasa lelah. Saya melihat ruam di kulit saya, yang benar-benar mengkhawatirkan saya.
187; Cacar air; Saya mengalami demam tinggi dan sakit kepala yang parah. Sepertinya saya tidak bisa makan apa pun dan merasa ingin muntah. Ada juga beberapa bintik merah yang berkembang di lengan saya. Saya sangat khawatir.
188; Cacar air; Saya khawatir tentang bintik-bintik merah di kulit saya. Ini menyebar dengan cepat dan menyebabkan banyak masalah. Saya juga mengalami demam ringan dan sakit kepala setiap malam.
189; Cacar air;Aku benar-benar merasa mual dan gelisah. Saya tidak yakin apa itu. Saya telah melihat ruam di lengan dan kaki saya. Saya kehilangan nafsu makan dan merasa lelah setiap hari.
190; Cacar air; Saya memiliki pembengkakan kelenjar getah bening merah di lengan dan kaki saya yang terasa gatal saat saya menyentuhnya. Saya juga menderita sakit kepala yang parah dan demam ringan. Saya tidak ingin makan apapun dan kehilangan nafsu makan.
191; Cacar air; Saya benar-benar kelelahan dan kekurangan energi. Saya hampir tidak bisa membuka mata di siang hari. Saya mengalami demam ringan dan tidak ingin makan apapun. Saya pikir saya telah kehilangan nafsu makan saya.
192; Cacar air; Saya lelah dan kehilangan nafsu makan. Saya merasa muntah dan tidak bisa makan apapun. Selain itu, bintik-bintik merah kecil mulai muncul di kulit saya dan di dekat leher. Saya sangat khawatir dengan kesehatan saya.
193; Cacar air; Ada bintik-bintik merah kecil di sekujur tubuh saya. Bintik-bintik itu gatal dan tidak nyaman. Saya juga mengalami demam ringan dan sakit kepala.
194; Cacar air;Saya menderita gatal parah di sekujur tubuh, disertai demam dan sakit kepala. Bintik merah mulai membengkak dan semakin tidak nyaman setiap hari.
195; Cacar air; Saya merasa lelah setiap hari. Ada bintik-bintik merah di seluruh lengan dan punggung saya dan gatal jika saya menyentuhnya. Saya benar-benar khawatir dan tidak yakin harus berbuat apa.
196; Cacar air; Demam tinggi, pembengkakan kelenjar getah bening, dan sakit kepala menyebabkan banyak masalah bagi saya. Saya tidak ingin makan apapun dan merasa lemah dan lelah. Sulit bagi saya untuk berkonsentrasi pada kehidupan sehari-hari.
197; Cacar air; Saya mengalami demam tinggi dan bintik-bintik merah dan ruam di seluruh tubuh saya. Saya merasa lelah dan benar-benar kehilangan nafsu makan, yang membuat saya lemah dan lesu. Saya sangat khawatir.
198; Cacar air; Saya telah melihat ruam di lengan dan leher saya dan gatal jika saya menggaruknya. Saya juga mengalami demam tinggi selama beberapa hari. Saya tidak tahu apa yang menyebabkannya. Gatal membuat saya sangat tidak nyaman.
199; Cacar air;Ada bintik merah bengkak di sekujur tubuh saya. Rasanya gatal jika saya menyentuh mereka. Apalagi saya juga demam tinggi dan sakit kepala serta selalu merasa lelah.
200; Impetigo; Saya telah mengembangkan ruam kulit di wajah dan leher saya. Ruam terdiri dari luka merah yang melepuh. Saya khawatir dengan kesehatan saya.
201; Impetigo; Saya mengalami ruam kulit yang terdiri dari luka melepuh. Luka yang melepuh terangkat, lesi berisi cairan dan terasa sakit saat disentuh. Saya juga menderita demam tinggi.
202; Impetigo; Saya demam tinggi. Ada luka merah berkembang di dekat hidung saya. Lukanya terasa sakit dan keluar cairan berwarna kuning karat.
203; Impetigo; Ada ruam di sekitar hidung saya, dengan luka merah besar. Saya perhatikan bahwa ruam menyebar ke bagian lain dari tubuh saya. Juga, saya demam tinggi setiap malam.
204; Impetigo; Saya menderita demam tinggi selama beberapa hari terakhir. Luka berkembang di dekat hidung saya. Lukanya menyakitkan dan saya merasa sangat tidak nyaman akhir-akhir ini.
205; Impetigo;Kulit saya mengalami ruam, terutama di dekat hidung. Ruam menyebar ke bagian lain dari tubuh saya. Saya benar-benar khawatir tentang ini.
206; Impetigo; Saya mengalami kelelahan yang luar biasa dan demam tinggi. Ada ruam di dekat hidung dan mulut saya. Ruamnya gatal dan membuat saya sangat sulit untuk tidur.
207; Impetigo; Saya menderita demam ekstrim dan kelemahan. Saya telah mengembangkan luka di wajah saya. Luka terasa gatal dan tidak nyaman. Seringkali, cairan berwarna kuning keluar dari luka.
208; Impetigo; Saya perhatikan bahwa luka membutuhkan waktu lebih lama untuk sembuh dan lebih rentan terhadap infeksi. Luka di wajah saya bengkak dan lunak saat disentuh dan sangat tidak nyaman untuk ditangani.
209; Impetigo; Ada luka merah di wajah saya dan dekat hidung saya. Saya perhatikan bahwa ruam menyebar lebih cepat di leher dan dada saya.
210; Impetigo; Luka di sekitar hidung saya menjadi berkerak dan sulit disentuh. Cairan berwarna kuning karat biasanya keluar dari luka. Dibutuhkan lebih banyak waktu untuk menangani.
211; Impetigo;Saya mengalami ruam kecil di dekat hidung saya beberapa hari yang lalu. Kini, ruam tersebut disertai dengan sensasi terbakar dan kemerahan pada kulit. Saya merasa itu semacam infeksi.
212; Impetigo; Awalnya, saya mengalami luka merah kecil di dekat hidung dan leher. Sekarang, saya mengalami demam tinggi dan lukanya menjadi lebih sakit dan meradang selama beberapa hari ini.
213; Impetigo; Saya melihat ruam kulit di wajah saya. Itu terdiri dari luka yang melepuh. Hari ini saya melihat cairan berwarna kuning keluar dari luka, saya tidak yakin apa itu.
214; Impetigo; Luka di wajahku mulai mengeluarkan cairan bening. Juga, setiap malam saya mengalami demam tinggi dan menggigil, yang menyebabkan saya tidak bisa tidur sepanjang malam.
215; Impetigo; Awalnya saya mengalami ruam di wajah dan dekat hidung. Tapi sekarang ruam menyebar ke lengan dan kaki saya.
216; Impetigo; Saya mengalami demam tinggi setiap malam dan timbul luka di wajah saya, terutama di dekat hidung. Saya perhatikan bahwa luka membutuhkan waktu lebih lama untuk sembuh dan lebih rentan terhadap infeksi.
217; Impetigo;Luka di sekitar hidung saya sekarang dikelilingi oleh kulit merah yang meradang. Ruam tersebut menyebabkan kulit saya menjadi kering dan bersisik, dengan cairan berwarna kuning terlihat keluar dari luka.
218; Impetigo; Saya juga pernah mengalami gejala mirip flu, seperti demam dan nyeri badan. Saya telah memperhatikan ruam merah dan luka melepuh di dekat hidung dan bibir saya. Rasanya gatal dan tidak nyaman.
219; Impetigo; Saya menderita demam ringan dan sakit kepala. Ada luka kecil di dekat hidung dan ruam di leher saya. Saat ini saya sedang mengalami masa yang sangat sulit.
220; Impetigo; Ada ruam yang sangat buruk di sekitar hidung saya, dengan luka merah besar yang menyakitkan dan keluar cairan kuning berwarna karat.
221; Impetigo; Ada luka di wajah saya dan kebanyakan di dekat hidung dan bibir saya. Luka tersebut menyebabkan rasa tidak nyaman atau sakit, dan keluar cairan berwarna kuning atau karat dari luka tersebut.
222; Impetigo;Saya telah mengembangkan luka di daerah wajah dan hidung saya. Saya tidak yakin apa yang menyebabkan ini. Luka di wajah saya bengkak dan lembut saat disentuh, dan saya merasakan sensasi terbakar dan kemerahan pada kulit.
223; Impetigo; Ruam di wajah saya menjadi lebih menyakitkan dan meradang selama beberapa hari terakhir, dan luka mulai mengeluarkan cairan bening. Itu menjadi sangat menyakitkan setiap hari.
224; Impetigo; Saya mengalami ruam di wajah saya. Saya mulai memiliki luka kecil di sekitar hidung saya dan sering keluar cairan kuning dari luka tersebut. Luka menjadi sangat menyakitkan.
225; Impetigo; Saya merasa sangat sakit. Saya demam tinggi dan sakit kepala. Saya melihat ruam di lengan dan wajah saya. Saya sangat khawatir tentang ini. Hari ini, saya mengamati luka merah di dekat hidung saya.
226; Impetigo; Saya menderita demam tinggi selama beberapa hari terakhir. Luka terbentuk di sekitar hidung saya dan ada ruam di berbagai bagian tubuh saya. Lukanya parah, dan aku merasa sangat tidak nyaman akhir-akhir ini.
227; Impetigo;Saya demam tinggi dan saya sangat lemah. Wajahku mengalami luka. Lepuh terasa gatal dan nyeri. Cairan kuning sering bocor dari luka.
228; Impetigo; Saya mengalami ruam kulit dengan luka bakar. Luka yang melepuh berisi cairan, terangkat, lesi berwarna merah yang tidak enak untuk disentuh. Saya juga demam tinggi.
229; Impetigo; Saya percaya saya memiliki beberapa penyakit kulit. Ada ruam di wajah saya dan luka kecil di dekat hidung saya. Luka menjadi merah, dan nyeri dan semacam cairan kuning keluar darinya.
230; Impetigo; Saya perhatikan bahwa luka di wajah saya sembuh lebih lambat dan lebih mungkin terinfeksi. Luka pipi saya besar, sakit saat disentuh, dan sangat sulit ditangani. Sepertinya saya tidak bisa menghilangkan luka ini.
231; Impetigo; Saya mengalami demam tinggi. Saya mengalami ruam kulit di wajah, leher, dan lengan saya. Ruam terdiri dari lesi merah terbakar. Saya khawatir dengan kesehatan saya.
232; Impetigo;Saya mengalami ruam kulit dengan luka melepuh. Luka yang melepuh berisi cairan, lesi tinggi yang tidak enak disentuh. Saya juga demam tinggi.
233; Impetigo; Saya menjalankan suhu tinggi. Di dekat hidung saya, luka merah terbentuk. Lesinya terasa sakit, dan cairan berwarna kuning karat mengalir darinya.
234; Impetigo; Saya memiliki ruam di sekitar hidung saya, serta luka merah besar. Ruam menyebar ke tempat lain di tubuh saya, seperti yang saya lihat. Selain itu, saya memiliki suhu tinggi setiap malam.
235; Impetigo; Pipi dan hidung saya ditutupi dengan luka merah. Saya telah mengamati bahwa ruam di leher dan dada saya menyebar lebih cepat. Saya juga mengalami demam ringan.
236; Impetigo; Luka hidung saya telah mengeras dan menjadi sulit untuk disentuh. Luka yang digunakan mengeluarkan cairan berwarna kuning karat. Butuh waktu lebih lama untuk menangani penggunaan obat-obatan.
237; Impetigo;Beberapa hari yang lalu, saya mengalami ruam kecil di sekitar hidung. Ruam tersebut sekarang disertai dengan rasa terbakar dan kulit kemerahan serta keluarnya cairan. Saya percaya itu semacam infeksi.
238; Impetigo; Luka merah kecil muncul di dekat hidung dan leher saya pada awalnya. Saya sekarang memiliki suhu tinggi, dan luka semakin menyakitkan dan meradang dalam beberapa hari terakhir.
239; Impetigo; Ruam telah berkembang di sekitar hidung dan bibir saya, dengan lesi merah besar yang menyakitkan dan mengeluarkan cairan berwarna kuning karat.
240; Impetigo; Wajahku dipenuhi luka. Kebanyakan dari mereka berada di dekat hidung dan bibir saya. Lesi menyebabkan ketidaknyamanan atau penderitaan, dan cairan kuning atau berwarna karat mengalir darinya.
241; Impetigo; Saya sudah mulai mendapatkan luka di wajah dan hidung saya. Saya tidak tahu apa yang menyebabkan ini. Luka pipi saya besar dan mengiritasi saat disentuh, dan saya merasa terbakar dan kulit kemerahan.
242; Impetigo;Selama dua hari terakhir, ruam di wajah saya semakin parah dan meradang, dan lepuhan mulai mengeluarkan nanah bening. Sangat menyakitkan untuk dihadapi.
243; Impetigo; Saya merasa saya memiliki kondisi kulit. Wajah saya memiliki ruam dan lepuh kecil di sekitar hidung saya. Lukanya menjadi merah dan nyeri, dan cairan kuning mengalir darinya.
